# Program:featureCounts v2.0.3; Command:"featureCounts" "-t" "exon" "-g" "Parent" "-O" "-M" "-a" "references/crassa/2489.all.withOrthoID.gff" "-o" "counts/crassa.featureCounts.tsv" "bams/crassa/SRR4448063.sam" "bams/crassa/SRR4448064.sam" "bams/crassa/SRR751454.cutadapt.sam" "bams/crassa/SRR755946.cutadapt.sam" "bams/crassa/SRR756251.cutadapt.sam" "bams/crassa/SRR756354.cutadapt.sam" "bams/crassa/SRR769610.sam" "bams/crassa/SRR769748.sam" 
Geneid	Chr	Start	End	Strand	Length	bams/crassa/SRR4448063.sam	bams/crassa/SRR4448064.sam	bams/crassa/SRR751454.cutadapt.sam	bams/crassa/SRR755946.cutadapt.sam	bams/crassa/SRR756251.cutadapt.sam	bams/crassa/SRR756354.cutadapt.sam	bams/crassa/SRR769610.sam	bams/crassa/SRR769748.sam
transcript:EAA34222	II	1683362	1684546	-	1185	11	13	1	87	45	66	0	0
transcript:EAA34224	II	1685914	1686735	+	822	7	2	0	37	25	24	0	0
transcript:EAA34225	II	1688554	1689417	-	864	12	7	1	69	48	57	0	0
transcript:EAA34227	II	1690985	1691833	+	849	2	2	0	49	25	26	0	0
transcript:ESA43559	II;II;II	1693425;1694206;1694623	1694139;1694481;1694798	-;-;-	1167	16	7	6	113	116	99	0	0
transcript:ESA43560	II;II;II	1695026;1695456;1695882	1695293;1695806;1696015	-;-;-	753	10	2	1	38	23	24	0	0
transcript:ESA43561	II;II	1696239;1696649	1696554;1696830	-;-	498	2	2	0	25	19	5	0	0
transcript:ESA43562	II;II;II	1697090;1697544;1698784	1697464;1698284;1699283	-;-;-	1616	36	19	2	187	165	106	0	0
transcript:ESA43563	II;II	1697540;1698784	1698284;1699019	-;-	981	26	15	2	151	135	95	0	0
transcript:EAA34232	II;II	1701098;1701544	1701456;1702690	+;+	1506	25	12	0	49	51	18	1	0
transcript:EAA34234	II;II	1705734;1706443	1705892;1707933	+;+	1650	15	12	10	483	249	396	0	0
transcript:ESA43564	II;II;II	1708515;1708856;1708917	1708811;1708884;1708959	-;-;-	369	4	3	0	111	25	61	0	0
transcript:EAA34235	II;II;II	1709554;1710433;1710961	1709994;1710626;1711054	+;+;+	729	3	1	0	177	82	108	0	0
transcript:EAA34236	II;II	1711584;1711921	1711694;1712163	+;+	354	4	4	2	63	46	27	0	0
transcript:EAA34238	II;II;II	1714661;1714964;1715923	1714898;1715794;1716206	+;+;+	1353	8	8	36	462	233	429	0	0
transcript:EAA34095	II	1738991	1741798	-	2808	58	31	3	134	111	76	0	0
transcript:NCU15265-1	II	1742717	1742788	-	72	23	660	3	1336	708	678	0	0
transcript:EAA34094	II;II	1742814;1744332	1744242;1744552	-;-	1650	122	53	0	115	101	68	0	0
transcript:EAA34093	II	1744851	1746892	+	2042	85	43	2	143	91	71	1	0
transcript:EAA34092	II;II;II	1746452;1748274;1748577	1748198;1748500;1748814	-;-;-	2212	84	53	1	167	119	96	2	1
transcript:EAA34091	II;II;II	1749714;1750588;1752507	1750522;1752425;1753071	+;+;+	3212	89	114	11	569	739	403	0	0
transcript:EAA34090	II;II;II;II	1754384;1754819;1755037;1755372	1754579;1754983;1755247;1755411	-;-;-;-	612	19	8	2	53	35	23	0	0
transcript:EAA34089	II	1754835	1759483	+	4649	179	95	9	441	412	288	0	1
transcript:EAA34088	II;II;II	1760159;1761987;1762270	1761930;1762198;1762931	-;-;-	2646	130	121	18	572	692	372	0	0
transcript:EAA34087	II;II	1765979;1766194	1766124;1766329	+;+	282	5	5	0	18	3	7	0	0
transcript:EAA34085	II;II	1771160;1773318	1773253;1774276	-;-	3053	53	39	6	330	188	135	0	0
transcript:EAA34084	II;II;II	1777009;1777929;1778898	1777834;1778752;1779296	-;-;-	2049	94	46	1	91	94	53	0	0
transcript:EAA34083	II;II	1779521;1780453	1780382;1781253	+;+	1663	46	31	0	51	57	36	0	0
transcript:NCU15266-1	II	1781958	1782056	+	99	0	1	1	368	146	176	0	0
transcript:ESA43565	II;II;II	1782569;1783304;1783880	1783111;1783763;1783978	-;-;-	1102	51	43	14	207	154	109	0	0
transcript:ESA43566	II;II	1782861;1783304	1783111;1783562	-;-	510	30	26	11	121	90	51	0	0
transcript:EAA34081	II;II;II;II;II;II	1784278;1785031;1785751;1785833;1786116;1786424	1784972;1785680;1785774;1785989;1786194;1786565	-;-;-;-;-;-	1747	1212	599	9	693	862	433	0	0
transcript:ESA43567	II;II;II;II;II;II;II	1787433;1789845;1790062;1790216;1790472;1790619;1790898	1789792;1790001;1790154;1790395;1790554;1790822;1791744	-;-;-;-;-;-;-	3924	298	215	106	2477	2742	1591	1	0
transcript:ESA43568	II;II;II;II;II;II;II	1787433;1789845;1790062;1790216;1790472;1790619;1790898	1789792;1790001;1790154;1790395;1790554;1790822;1791808	-;-;-;-;-;-;-	3988	298	215	106	2477	2742	1591	1	0
transcript:EDO65074	II;II;II;II;II;II	1793781;1794522;1794855;1795146;1795608;1796079	1793808;1794764;1794922;1795366;1795999;1796266	+;+;+;+;+;+	1140	16	18	0	100	48	40	0	0
transcript:NCU14132-1	II;II	1800888;1801251	1801167;1802462	+;+	1492	24	22	11	372	354	241	0	0
transcript:NCU14133-1	II;II;II;II	1802892;1803588;1804003;1804543	1803303;1803785;1804215;1804697	+;+;+;+	978	16	15	2	81	67	64	0	0
transcript:EAA34445	II;II;II	1804449;1804788;1805110	1804689;1804895;1805291	-;-;-	531	10	6	5	53	57	47	0	0
transcript:ESA43569	II;II	1805888;1807532	1807457;1808120	-;-	2159	107	46	4	170	180	68	0	0
transcript:ESA43570	II;II	1806164;1807532	1807457;1808120	-;-	1883	102	46	4	156	167	60	0	0
transcript:EAA34443	II;II;II;II;II;II	1810818;1811349;1811476;1811859;1813189;1813672	1811211;1811365;1811639;1813121;1813620;1815042	+;+;+;+;+;+	3641	216	110	9	596	520	323	0	1
transcript:EAA34442	II;II;II	1815529;1816741;1817012	1816517;1816891;1817474	+;+;+	1603	20	11	3	62	102	49	0	0
transcript:NCU15665-1	II	1817501	1817616	+	116	138198	148630	394	128703	55601	53228	3	4
transcript:EAA34441	II;II;II;II;II	1822777;1823422;1823629;1823913;1825800	1823227;1823445;1823655;1825741;1826393	+;+;+;+;+	2925	363	400	6	595	654	437	0	0
transcript:EAA34439	II;II;II	1828572;1829363;1831211	1829303;1831143;1832011	+;+;+	3314	169	118	37	922	840	533	0	1
transcript:EAA34438	II;II;II	1834035;1834175;1835883	1834109;1835720;1836430	+;+;+	2169	27	30	3	143	65	77	0	0
transcript:NCU15667-1	II	1836877	1836991	+	115	138193	148357	337	128077	56380	53172	4	2
transcript:ESA43571	II;II;II;II	1837210;1839101;1843353;1843886	1839032;1843272;1843676;1844886	-;-;-;-	7320	555	266	13	981	745	512	1	1
transcript:ESA43572	II;II	1838433;1839101	1839032;1843183	-;-	4683	329	189	9	771	615	392	1	1
transcript:EAA34431	II	1848738	1851441	+	2704	46	35	2	293	206	121	0	0
transcript:EAA34429	II;II;II;II;II;II;II	1852226;1852674;1852849;1852973;1853333;1854092;1854348	1852525;1852748;1852913;1853163;1854006;1854290;1854775	+;+;+;+;+;+;+	1932	38	49	7	411	243	210	0	0
transcript:NCU15668-1	II	1855103	1855218	-	116	12	187	7	1155	474	546	2	0
transcript:EAA34428	II	1856542	1857540	-	999	12	15	1	33	24	15	0	0
transcript:EAA34427	II;II	1858296;1859129	1859078;1859431	-;-	1086	9	5	0	279	65	222	0	0
transcript:NCU15669-1	II	1860140	1860255	+	116	138921	148270	359	128455	55838	53396	5	3
transcript:EAA34426	II;II	1860386;1862236	1862157;1863548	-;-	3085	149	86	5	822	596	545	1	0
transcript:EAA34422	II;II;II;II	1865358;1865731;1866104;1866630	1865611;1865905;1866223;1866734	+;+;+;+	654	14	13	4	88	40	60	0	0
transcript:NCU15267-1	II	1868098	1868169	-	72	18067	29163	0	30632	12007	12416	23	5
transcript:ESA43574	II;II	1868644;1869338	1869271;1871504	+;+	2795	318	158	1	225	158	91	0	0
transcript:ESA43573	II	1868888	1871395	+	2508	327	160	0	210	156	81	0	0
transcript:EDO65072	II;II;II	1872466;1872751;1872914	1872619;1872826;1873199	-;-;-	516	5	4	0	19	13	6	0	0
transcript:ESA43576	II;II	1874216;1876647	1876589;1878346	-;-	4074	91	60	10	1512	750	744	0	0
transcript:ESA43575	II;II	1874651;1876647	1876589;1877734	-;-	3027	66	39	7	258	266	152	0	0
transcript:EAA34416	II;II	1879106;1879300	1879214;1880440	+;+	1250	21	11	1	79	64	40	0	0
transcript:EAA34415	II;II;II;II	1880521;1881013;1881372;1881490	1880784;1881063;1881411;1881590	+;+;+;+	456	1	0	0	31	21	19	0	0
transcript:EAA34414	II;II	1882815;1885453	1885389;1885922	-;-	3045	71	32	6	368	333	218	0	0
transcript:ESA43577	II;II	1885631;1885688	1885640;1886028	+;+	351	7	4	1	30	36	24	0	0
transcript:EAA34412	II	1887682	1888956	+	1275	13	1	2	43	35	22	0	0
transcript:EAA34411	II	1889222	1891881	-	2660	33	17	2	134	138	79	0	1
transcript:EAA34409	II;II	1893358;1893897	1893836;1896005	+;+	2588	34	20	6	200	145	144	0	0
transcript:EAA34408	II;II;II	1895966;1896430;1897749	1896343;1897687;1898452	-;-;-	2340	44	43	3	132	102	79	0	1
transcript:EAA34406	II	1900074	1901614	-	1541	24	12	1	53	32	24	0	0
transcript:EAA34404	II	1903580	1908974	-	5395	291	154	12	630	487	387	0	0
transcript:EAA34402	II;II	1909649;1909866	1909757;1910011	-;-	255	3	4	0	13	4	5	0	0
transcript:EAA34400	II;II	1911521;1912745	1912465;1913250	-;-	1451	27	17	6	159	98	77	0	0
transcript:EAA34399	II;II;II	1919433;1919906;1920078	1919659;1919970;1920124	+;+;+	339	4	1	0	18	13	6	0	0
transcript:EAA34398	II;II	1922617;1922830	1922777;1925086	+;+	2418	27	16	1	97	73	70	0	0
transcript:EAA34397	II;II	1926741;1927821	1927729;1928230	+;+	1399	28	17	1	74	30	30	0	0
transcript:EAA34396	II;II	1927839;1930333	1930281;1930419	-;-	2530	80	30	2	225	179	101	0	0
transcript:EAA34395	II;II;II	1930819;1931756;1932248	1931667;1932185;1933129	+;+;+	2161	129	121	77	685	495	301	0	0
transcript:EAA34394	II;II	1932714;1933114	1933020;1933561	-;-	755	22	15	0	85	69	33	0	0
transcript:EAA34393	II	1933959	1934511	+	553	25	16	0	45	56	36	0	0
transcript:EAA34392	II;II;II;II	1935007;1936527;1936858;1937046	1936093;1936798;1936970;1937714	+;+;+;+	2141	77	30	30	773	287	592	0	0
transcript:EAA34391	II	1937846	1939571	-	1726	82	39	4	137	107	80	0	0
transcript:EAA34390	II;II	1942231;1944046	1943975;1945028	-;-	2728	834	420	28	1494	1878	1299	0	2
transcript:EAA34389	II;II	1945598;1945754	1945650;1945997	-;-	297	10	4	0	21	11	5	0	0
transcript:ESA43578	II;II;II;II	1947078;1948320;1948795;1949115	1948252;1948337;1948969;1950289	+;+;+;+	2543	432	290	34	1241	1429	1055	1	0
transcript:ESA43579	II;II;II;II	1947355;1948320;1948795;1949115	1948252;1948337;1948969;1950289	+;+;+;+	2266	422	288	34	1229	1421	1051	1	0
transcript:EAA34387	II	1950962	1952648	-	1687	38	11	0	83	79	45	0	0
transcript:EAA34386	II;II;II	1953766;1954352;1955697	1954218;1955630;1956330	+;+;+	2366	704	702	48	4796	5920	2824	3	5
transcript:EAA34385	II	1956500	1958790	-	2291	57	37	6	526	203	441	0	0
transcript:EAA34384	II;II;II;II	1958928;1959501;1960582;1960777	1959443;1960509;1960717;1961485	-;-;-;-	2370	143	101	21	619	537	367	2	0
transcript:EAA34383	II	1961799	1963501	+	1703	58	39	0	166	137	96	0	0
transcript:EAA34382	II;II	1961863;1964368	1964259;1965266	-;-	3296	136	64	1	280	252	168	0	0
transcript:EAA34381	II;II;II	1965353;1965765;1966650	1965699;1966591;1967811	+;+;+	2336	154	86	4	312	302	165	0	0
transcript:ESA43580	II	1967973	1970764	+	2792	96	63	8	555	453	233	0	0
transcript:ESA43581	II;II;II;II;II;II	1972279;1972511;1973138;1973801;1974761;1975031	1972435;1972904;1973723;1974685;1974942;1975664	+;+;+;+;+;+	2838	39	45	2	506	237	185	0	0
transcript:EAA34379	II	1976563	1980496	+	3934	167	120	6	458	424	287	1	0
transcript:EAA34378	II	1980829	1983645	+	2817	42	47	9	495	335	193	0	0
transcript:NCU15268-1	II	1983744	1983817	-	74	178	588	10	995	486	418	0	0
transcript:EAA34377	II	1984184	1987088	-	2905	72	92	3	170	179	91	0	0
transcript:EAA34376	II;II;II;II	1987258;1988400;1988540;1988671	1988310;1988466;1988598;1989097	-;-;-;-	1606	95	79	20	180	155	128	0	0
transcript:EAA34305	II;II;II	2002120;2002744;2003427	2002675;2003366;2003589	-;-;-	1342	46	20	1	52	41	38	0	0
transcript:EAA34304	II;II;II	2003927;2004298;2004524	2004228;2004439;2005200	-;-;-	1121	56	26	1	94	101	84	0	0
transcript:EAA34303	II;II;II;II;II	2005400;2005849;2005951;2006056;2008819	2005786;2005894;2005992;2008749;2009406	+;+;+;+;+	3757	193	93	6	419	352	213	0	0
transcript:EAA34302	II;II	2009452;2011357	2011306;2015181	-;-	5680	71	52	23	993	1171	646	0	0
transcript:EAA34301	II;II;II;II	2015534;2016186;2016451;2016919	2015994;2016314;2016820;2017602	+;+;+;+	1644	21	13	0	122	78	54	0	0
transcript:EAA34300	II;II;II;II;II	2017630;2017961;2018723;2018873;2018963	2017891;2018587;2018773;2018892;2019341	-;-;-;-;-	1339	251	96	0	188	186	95	0	1
transcript:EAA34299	II;II	2019543;2020834	2020773;2021559	+;+	1957	354	603	55	2602	1577	1395	1	0
transcript:EAA34298	II;II;II	2021761;2022998;2023507	2022878;2023425;2024554	+;+;+	2594	150	68	2	216	216	109	0	0
transcript:EAA34297	II;II	2025064;2025730	2025484;2027709	+;+	2401	138	120	6	1025	708	647	1	0
transcript:EAA34296	II;II;II;II	2027845;2028935;2030001;2030226	2028875;2029920;2030149;2031163	-;-;-;-	3104	172	113	9	459	427	285	1	1
transcript:ESA43583	II;II;II;II	2032917;2033682;2034983;2035144	2033564;2034902;2035062;2036333	+;+;+;+	3139	81	63	3	333	271	209	0	0
transcript:ESA43582	II;II;II	2032917;2034983;2035144	2034902;2035062;2036333	+;+;+	3256	81	64	3	335	275	209	0	0
transcript:EAA34294	II	2036222	2041135	-	4914	173	81	10	340	372	214	0	0
transcript:EAA34293	II	2042042	2044794	+	2753	57	26	2	159	228	100	1	0
transcript:ESA43584	II;II;II	2045099;2046366;2048456	2046313;2048399;2050529	-;-;-	5323	162	171	22	673	536	364	0	0
transcript:ESA43585	II;II;II	2045394;2046366;2048456	2046313;2048408;2049488	-;-;-	3996	134	140	21	558	455	310	0	0
transcript:EAA34290	II;II	2053109;2055141	2055062;2056766	+;+	3580	182	94	5	436	282	271	1	1
transcript:EDO65070	II	2057548	2059326	-	1779	36	35	6	64	66	47	0	0
transcript:EDO65069	II;II	2059527;2060414	2060345;2060829	-;-	1235	20	10	3	67	49	55	0	0
transcript:EAA34288	II;II;II	2061093;2061511;2063644	2061447;2063449;2064594	+;+;+	3245	76	58	4	256	181	172	0	1
transcript:EAA34287	II;II	2064758;2065458	2065305;2066146	+;+	1237	23	23	2	166	421	126	0	0
transcript:EAA34286	II;II;II;II	2065875;2066604;2066850;2067037	2066525;2066707;2066889;2067265	-;-;-;-	1024	23	30	0	78	88	50	0	0
transcript:EAA34285	II	2067464	2069171	+	1708	77	53	0	125	94	61	0	0
transcript:EAA34284	II;II	2067680;2069976	2069837;2070301	-;-	2484	98	73	0	186	150	100	0	0
transcript:EAA34283	II;II	2070758;2071914	2071850;2072548	+;+	1728	29	64	1	147	94	68	0	0
transcript:EAA34282	II;II	2072837;2073374	2073279;2074616	+;+	1686	41	50	0	148	114	120	0	0
transcript:ESA43586	II;II;II	2075817;2077570;2077687	2077513;2077631;2078187	-;-;-	2260	48	16	2	124	130	89	1	0
transcript:ESA43587	II;II;II	2075817;2077570;2077687	2077513;2077631;2078478	-;-;-	2551	53	16	2	134	137	95	1	0
transcript:EAA34280	II;II	2079923;2081080	2081001;2082907	+;+	2907	78	57	2	219	194	131	0	0
transcript:ESA43588	II;II	2083141;2084416	2084160;2084663	-;-	1268	12	21	0	38	36	14	0	0
transcript:EAA34279	II;II;II;II	2084680;2085624;2086281;2086473	2085537;2085983;2086318;2086624	-;-;-;-	1408	814	435	3	399	514	251	0	0
transcript:EAA34278	II	2086790	2088381	+	1592	73	32	3	146	141	78	0	0
transcript:EAA34277	II;II;II;II	2088258;2088697;2088935;2089556	2088616;2088760;2089047;2089762	-;-;-;-	743	59	63	7	141	132	73	0	0
transcript:EAA34276	II;II;II;II	2090095;2090453;2090637;2090786	2090351;2090468;2090702;2091235	+;+;+;+	789	27	32	2	243	182	148	0	0
transcript:EAA34275	II;II	2091090;2091551	2091476;2092203	-;-	1040	41	26	4	189	112	129	0	0
transcript:EAA34274	II;II;II	2092609;2093299;2096887	2093237;2096818;2097550	+;+;+	4813	467	215	15	881	874	664	1	0
transcript:EAA34273	II;II;II	2097643;2098900;2100710	2098837;2100654;2102457	-;-;-	4698	835	763	26	1613	2445	1122	1	1
transcript:EAA34271	II;II	2103919;2106431	2106356;2107182	-;-	3190	63	54	14	277	242	181	0	0
transcript:EAA34270	II;II;II;II;II	2107352;2108527;2108710;2109057;2111073	2108436;2108646;2108976;2110990;2111810	+;+;+;+;+	4144	135	105	7	517	377	287	0	1
transcript:EDO65068	II;II;II	2111818;2112583;2113036	2112354;2112946;2113428	-;-;-	1294	35	31	2	156	138	105	0	0
transcript:EDO64870	II;II;II	2170807;2171342;2172286	2171226;2172230;2172867	+;+;+	1891	82	55	1	248	229	142	0	0
transcript:EDO64869	II;II;II;II;II	2173810;2174835;2175099;2175274;2176196	2174719;2174919;2175224;2176135;2178532	+;+;+;+;+	4320	150	73	23	666	671	385	1	1
transcript:ESA43590	II	2181368	2185210	+	3843	191	157	7	435	355	204	0	0
transcript:ESA43589	II;II	2181368;2183034	2182970;2185210	+;+	3780	191	157	7	432	353	202	0	0
transcript:ESA43591	II;II	2181482;2183034	2182970;2185206	+;+	3662	191	157	7	418	349	200	0	0
transcript:ESA43592	II;II;II	2186150;2187984;2188517	2187912;2188439;2189358	-;-;-	3061	134	195	11	842	480	645	1	0
transcript:ESA43593	II;II;II	2186711;2187984;2188517	2187912;2188439;2188571	-;-;-	1713	105	155	10	699	368	570	0	0
transcript:EAA27392	II	2190090	2191927	+	1838	56	67	2	181	164	102	0	0
transcript:EAA27391	II;II;II;II;II;II	2190292;2191932;2192644;2193300;2193603;2193792	2191848;2192569;2193234;2193508;2193669;2194051	-;-;-;-;-;-	3322	213	126	7	558	487	362	0	1
transcript:EAA27390	II;II;II	2194249;2196370;2196878	2196308;2196805;2197143	-;-;-	2762	87	49	10	251	225	155	0	0
transcript:EAA27389	II;II	2197663;2197990	2197921;2198243	+;+	513	21	5	3	39	26	19	0	0
transcript:EAA27388	II;II	2198955;2199400	2199312;2202322	+;+	3281	83	48	21	707	457	545	1	0
transcript:EAA27387	II;II	2203152;2204637	2204519;2206327	+;+	3059	81	42	16	580	584	337	0	0
transcript:ESA43594	II;II	2206814;2208404	2208325;2209054	-;-	2163	83	105	32	1325	1412	668	1	0
transcript:ESA43595	II;II	2207313;2208404	2208325;2208854	-;-	1464	74	92	32	1184	1316	613	1	0
transcript:EAA27385	II;II	2213888;2214109	2214012;2214382	+;+	399	9	10	0	85	44	54	0	0
transcript:NCU14134-1	II;II	2215684;2216021	2215913;2216647	+;+	857	27	52	2	333	275	131	0	0
transcript:EAA27383	II	2229855	2231363	+	1509	383	563	47	3815	3962	1887	3	0
transcript:EAA27382	II;II;II;II	2243829;2244084;2244362;2244595	2243958;2244214;2244490;2245071	+;+;+;+	867	19	8	0	55	40	40	0	0
transcript:ESA43597	II;II	2248100;2249083	2249013;2256430	-;-	8262	341	265	41	2019	1979	1233	1	1
transcript:ESA43596	II;II	2248789;2249083	2249013;2255391	-;-	6534	278	194	41	1783	1789	1109	1	1
transcript:EAA27379	II;II	2259896;2260803	2260735;2262383	+;+	2421	69	36	3	238	117	127	0	0
transcript:EAA27378	II	2262620	2264382	-	1763	25	15	4	384	352	198	1	0
transcript:EAA27376	II;II	2265000;2266566	2266506;2266935	-;-	1877	30	18	11	299	256	162	0	0
transcript:EAA27377	II	2265232	2266407	+	1176	23	12	11	219	194	114	0	0
transcript:EAA27375	II;II;II	2266974;2267704;2268133	2267374;2268040;2268834	+;+;+	1440	1114	373	4	475	540	247	2	0
transcript:EAA27374	II;II;II;II;II	2269602;2270713;2271189;2271486;2271636	2270655;2271120;2271412;2271553;2272237	-;-;-;-;-	2356	224	155	4	486	730	351	0	1
transcript:EAA27372	II;II;II;II	2276044;2276524;2276708;2277194	2276381;2276593;2277139;2278472	+;+;+;+	2119	474	290	5	655	860	541	1	1
transcript:EAA26684	II;II	2282057;2290392	2290188;2291659	+;+	9400	588	282	56	2000	2163	1230	1	1
transcript:EAA26683	II;II	2291470;2292596	2292515;2293076	-;-	1527	44	28	1	120	93	51	1	0
transcript:EAA26682	II;II;II	2293203;2294173;2294871	2294108;2294798;2295462	+;+;+	2124	139	104	4	333	241	171	0	0
transcript:EAA26681	II;II;II;II;II;II;II	2296678;2297433;2297537;2297678;2297829;2298607;2300703	2297364;2297462;2297609;2297749;2298553;2300639;2301281	+;+;+;+;+;+;+	4199	422	197	16	1171	1325	752	0	1
transcript:ESA43598	II;II	2303529;2306160	2306095;2307573	-;-	3981	62	59	7	542	389	338	0	0
transcript:ESA43599	II;II	2304525;2306160	2306095;2307573	-;-	2985	48	46	5	428	297	255	0	0
transcript:EAA26679	II;II	2310836;2311769	2311706;2313031	+;+	2134	68	37	4	397	444	312	0	0
transcript:NCU14135-1	II;II	2315106;2315246	2315188;2315668	+;+	506	7	2	0	35	10	13	0	0
transcript:EDO65344	II;II;II	2319832;2320961;2322309	2320841;2322242;2322981	-;-;-	2965	136	79	18	307	235	210	0	0
transcript:EAA27259	II;II;II;II	2326797;2328802;2329270;2329740	2328732;2329200;2329646;2330321	-;-;-;-	3294	199	117	7	379	326	234	0	0
transcript:EAA27258	II;II	2330584;2332099	2332026;2332466	-;-	1811	69	53	2	182	132	109	1	1
transcript:EAA27257	II;II	2333188;2333824	2333705;2334855	+;+	1550	52	36	12	375	324	228	0	0
transcript:EAA27256	II;II;II;II;II;II	2334772;2336319;2336474;2336613;2336841;2336972	2336245;2336412;2336561;2336715;2336876;2337690	-;-;-;-;-;-	2514	108	89	8	253	210	146	0	0
transcript:EAA27255	II;II;II;II;II	2341940;2342901;2343072;2343613;2344380	2342833;2342978;2343554;2344325;2344977	+;+;+;+;+	2766	137	73	8	650	418	351	1	1
transcript:EAA27254	II;II	2345109;2346603	2346522;2347030	-;-	1842	23	16	0	51	48	45	0	0
transcript:EAA27253	II;II	2347672;2348100	2348036;2348901	+;+	1167	15	22	0	45	32	25	0	0
transcript:EAA27252	II;II;II;II;II	2349489;2351124;2351429;2351678;2351894	2351044;2351342;2351617;2351830;2352769	+;+;+;+;+	2993	97	47	2	290	256	185	0	0
transcript:EAA27251	II	2353075	2355977	+	2903	92	40	7	178	124	120	1	1
transcript:EAA27250	II;II;II	2356042;2356605;2357438	2356530;2356890;2357819	-;-;-	1157	391	152	5	167	201	88	0	0
transcript:EAA27249	II;II	2358184;2359055	2358944;2359812	+;+	1519	60	34	2	106	82	50	0	0
transcript:EAA27248	II;II	2359686;2360785	2360717;2361526	-;-	1774	51	25	2	101	63	59	0	0
transcript:EAA27247	II	2362095	2363991	+	1897	29	22	0	92	76	79	0	0
transcript:EAA27246	II;II	2363917;2365789	2365644;2366684	-;-	2624	150	61	1	232	229	169	0	0
transcript:EAA27245	II;II;II	2369062;2370159;2370426	2369598;2370221;2371818	+;+;+	1993	72	43	2	264	280	180	0	0
transcript:EAA27244	II;II;II	2372259;2372618;2373279	2372552;2373226;2374067	+;+;+	1692	24	16	2	63	40	33	0	0
transcript:EAA27243	II;II	2374495;2374729	2374627;2374967	-;-	372	16	15	1	33	22	19	0	0
transcript:EAA27242	II;II	2375705;2377317	2377227;2377998	+;+	2205	108	78	5	212	177	116	0	0
transcript:EAA27241	II;II	2377592;2378517	2378378;2378772	-;-	1043	31	14	1	33	42	27	0	0
transcript:EAA27240	II	2379105	2381977	-	2873	39	25	1	183	157	140	1	0
transcript:EAA27239	II;II;II;II	2382699;2383795;2384246;2384604	2383732;2384176;2384545;2385687	-;-;-;-	2800	470	179	10	694	732	446	0	0
transcript:ESA43600	II	2386161	2387196	+	1036	14	10	4	75	41	53	0	0
transcript:ESA43601	II;II	2386161;2386634	2386588;2387196	+;+	991	14	10	4	73	41	52	0	0
transcript:EAA27238	II	2387561	2389731	-	2171	40	26	1	259	160	212	0	0
transcript:EAA27237	II;II	2389942;2391486	2391429;2392444	-;-	2447	118	66	4	308	312	220	0	0
transcript:EAA27236	II	2392643	2393531	+	889	75	35	1	100	121	73	0	0
transcript:EAA27235	II;II;II;II	2394043;2394820;2395687;2395911	2394758;2394849;2395851;2397574	+;+;+;+	2575	173	156	6	1011	865	557	1	0
transcript:ESA43602	II;II	2396560;2397771	2397453;2397835	-;-	959	20	23	0	223	242	140	1	0
transcript:ESA43603	II	2398026	2399598	-	1573	151	50	10	280	309	202	0	0
transcript:ESA43605	II	2398458	2398805	-	348	20	7	0	42	46	19	0	0
transcript:ESA43604	II	2398458	2398805	-	348	20	7	0	42	46	19	0	0
